sistema,region,provincia,municipio,gruposDeServicios,subgrupoDeServicios,cantidadServicios,poblacionUsuaria,valorAutorizado,mes,year
AUTORIZACIONES,REGION I,SAN CRISTOBAL,LOS CACAOS,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Laboratorios,241,25,25851,Febrero,2018
AUTORIZACIONES,REGION I,SAN CRISTOBAL,LOS CACAOS,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Otros Medios Dx,26,11,21570,Febrero,2018
AUTORIZACIONES,REGION I,SAN CRISTOBAL,LOS CACAOS,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Rayos X,20,20,12767,Febrero,2018
AUTORIZACIONES,REGION I,SAN CRISTOBAL,LOS CACAOS,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Resonancia Nuclear Magnetica (RNM),6,4,16833,Febrero,2018
AUTORIZACIONES,REGION I,SAN CRISTOBAL,LOS CACAOS,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Tomografia Axial Computarizada (TAC),13,9,15688,Febrero,2018
AUTORIZACIONES,REGION I,SAN CRISTOBAL,LOS CACAOS,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Hemodialisis Renal,12,1,4798.8,Febrero,2018
AUTORIZACIONES,REGION I,SAN CRISTOBAL,LOS CACAOS,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Tratamiento del Cancer Adultos,224,9,423517.71,Febrero,2018
AUTORIZACIONES,REGION I,SAN CRISTOBAL,CAMBITA GARABITO,Atencion Ambulatoria,Consulta medica nivel 2,154,133,43732,Febrero,2018
AUTORIZACIONES,REGION I,SAN CRISTOBAL,CAMBITA GARABITO,Atencion Ambulatoria,Consulta medica nivel 3,20,18,6220,Febrero,2018
AUTORIZACIONES,REGION I,SAN CRISTOBAL,CAMBITA GARABITO,Emergencia,Emergencia,4,4,1200,Febrero,2018
AUTORIZACIONES,REGION I,SAN CRISTOBAL,CAMBITA GARABITO,Hospitalizacion,Hospitalizacion general y especialidades basicas,53,5,23375.55,Febrero,2018
AUTORIZACIONES,REGION I,SAN CRISTOBAL,CAMBITA GARABITO,Cirugia,Cirugia General,13,3,23970,Febrero,2018
AUTORIZACIONES,REGION I,SAN CRISTOBAL,CAMBITA GARABITO,Cirugia,Cirugias Dermatologicas,1,1,1275,Febrero,2018
AUTORIZACIONES,REGION I,SAN CRISTOBAL,CAMBITA GARABITO,Cirugia,Cirugias Gastricas,2,1,4150,Febrero,2018
AUTORIZACIONES,REGION I,SAN CRISTOBAL,CAMBITA GARABITO,Cirugia,Cirugias Oftalmologicas,12,2,33031.21,Febrero,2018
AUTORIZACIONES,REGION I,SAN CRISTOBAL,CAMBITA GARABITO,Cirugia,Cirugias Otorrinolaringologicas,9,1,12923,Febrero,2018
AUTORIZACIONES,REGION I,SAN CRISTOBAL,CAMBITA GARABITO,Cirugia,Neumologia,1,1,44718,Febrero,2018
AUTORIZACIONES,REGION I,SAN CRISTOBAL,CAMBITA GARABITO,Cirugia,Neurocirugias,16,2,88370,Febrero,2018
AUTORIZACIONES,REGION I,SAN CRISTOBAL,CAMBITA GARABITO,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Biopsias,39,34,10722,Febrero,2018
AUTORIZACIONES,REGION I,SAN CRISTOBAL,CAMBITA GARABITO,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Ecografias,31,28,19919,Febrero,2018
AUTORIZACIONES,REGION I,SAN CRISTOBAL,CAMBITA GARABITO,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Laboratorios,328,36,41094,Febrero,2018
AUTORIZACIONES,REGION I,SAN CRISTOBAL,CAMBITA GARABITO,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Otros Medios Dx,61,36,47890,Febrero,2018
AUTORIZACIONES,REGION I,SAN CRISTOBAL,CAMBITA GARABITO,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Rayos X,23,21,17945,Febrero,2018
AUTORIZACIONES,REGION I,SAN CRISTOBAL,CAMBITA GARABITO,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Resonancia Nuclear Magnetica (RNM),16,12,46833,Febrero,2018
AUTORIZACIONES,REGION I,SAN CRISTOBAL,CAMBITA GARABITO,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Tomografia Axial Computarizada (TAC),35,24,45321,Febrero,2018
AUTORIZACIONES,REGION I,SAN CRISTOBAL,CAMBITA GARABITO,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Angiosplastia,6,1,137343,Febrero,2018
AUTORIZACIONES,REGION I,SAN CRISTOBAL,CAMBITA GARABITO,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Atencion en Unidad de Cuidados Intensivos,3,1,7000,Febrero,2018
AUTORIZACIONES,REGION I,SAN CRISTOBAL,CAMBITA GARABITO,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Cirugia de Corazon Abierto para By Pass,3,1,17000,Febrero,2018
AUTORIZACIONES,REGION I,SAN CRISTOBAL,CAMBITA GARABITO,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Reemplazo Articular Cadera,1,1,77260.86,Febrero,2018
AUTORIZACIONES,REGION I,SAN CRISTOBAL,CAMBITA GARABITO,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Tratamiento del Cancer Adultos,272,8,34955.38,Febrero,2018
AUTORIZACIONES,REGION I,SAN CRISTOBAL,CAMBITA GARABITO,Hemoterapia,Sangre Total,4,3,7000,Febrero,2018
AUTORIZACIONES,REGION I,SAN CRISTOBAL,SAN GREGORIO DE YAGUATE,Atencion Ambulatoria,Consulta medica nivel 2,264,215,77810,Febrero,2018
AUTORIZACIONES,REGION I,SAN CRISTOBAL,SAN GREGORIO DE YAGUATE,Atencion Ambulatoria,Consulta medica nivel 3,27,25,8286,Febrero,2018
AUTORIZACIONES,REGION I,SAN CRISTOBAL,SAN GREGORIO DE YAGUATE,Emergencia,Emergencia,12,11,3150,Febrero,2018
AUTORIZACIONES,REGION I,SAN CRISTOBAL,SAN GREGORIO DE YAGUATE,Hospitalizacion,Hospitalizacion general y especialidades basicas,132,6,60754.37,Febrero,2018
AUTORIZACIONES,REGION I,SAN CRISTOBAL,SAN GREGORIO DE YAGUATE,Cirugia,Cirugia General,7,1,15147,Febrero,2018
AUTORIZACIONES,REGION I,SAN CRISTOBAL,SAN GREGORIO DE YAGUATE,Cirugia,Cirugias Dermatologicas,2,1,1995,Febrero,2018
AUTORIZACIONES,REGION I,SAN CRISTOBAL,SAN GREGORIO DE YAGUATE,Cirugia,Cirugias Ginecologicas,12,3,33978,Febrero,2018
AUTORIZACIONES,REGION I,SAN CRISTOBAL,SAN GREGORIO DE YAGUATE,Cirugia,Cirugias Oftalmologicas,16,3,49895.72,Febrero,2018
AUTORIZACIONES,REGION I,SAN CRISTOBAL,SAN GREGORIO DE YAGUATE,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Biopsias,74,68,24615,Febrero,2018
AUTORIZACIONES,REGION I,SAN CRISTOBAL,SAN GREGORIO DE YAGUATE,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Ecografias,59,54,41174,Febrero,2018
AUTORIZACIONES,REGION I,SAN CRISTOBAL,SAN GREGORIO DE YAGUATE,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Laboratorios,640,70,75819,Febrero,2018
AUTORIZACIONES,REGION I,SAN CRISTOBAL,SAN GREGORIO DE YAGUATE,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Otros Medios Dx,63,34,66053,Febrero,2018
AUTORIZACIONES,REGION I,SAN CRISTOBAL,SAN GREGORIO DE YAGUATE,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Rayos X,51,48,34313,Febrero,2018
AUTORIZACIONES,REGION I,SAN CRISTOBAL,SAN GREGORIO DE YAGUATE,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Resonancia Nuclear Magnetica (RNM),9,9,27000,Febrero,2018
AUTORIZACIONES,REGION I,SAN CRISTOBAL,SAN GREGORIO DE YAGUATE,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Tomografia Axial Computarizada (TAC),28,17,42278,Febrero,2018
AUTORIZACIONES,REGION I,SAN CRISTOBAL,SAN GREGORIO DE YAGUATE,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Hemodialisis Renal,12,1,4798.8,Febrero,2018
AUTORIZACIONES,REGION I,SAN CRISTOBAL,SAN GREGORIO DE YAGUATE,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Tratamiento del Cancer Adultos,390,17,236449.24,Febrero,2018
AUTORIZACIONES,REGION I,SAN CRISTOBAL,SAN GREGORIO DE YAGUATE,Hemoterapia,Sangre Total,15,5,18600,Febrero,2018
AUTORIZACIONES,REGION I,SAN CRISTOBAL,SABANA GRANDE DE PALENQUE,Atencion Ambulatoria,Consulta medica nivel 2,145,120,44472,Febrero,2018
AUTORIZACIONES,REGION I,SAN CRISTOBAL,SABANA GRANDE DE PALENQUE,Atencion Ambulatoria,Consulta medica nivel 3,15,14,4654,Febrero,2018
AUTORIZACIONES,REGION I,SAN CRISTOBAL,SABANA GRANDE DE PALENQUE,Emergencia,Emergencia,6,6,1710,Febrero,2018
AUTORIZACIONES,REGION I,SAN CRISTOBAL,SABANA GRANDE DE PALENQUE,Hospitalizacion,Hospitalizacion general y especialidades basicas,149,2,121612,Febrero,2018
AUTORIZACIONES,REGION I,SAN CRISTOBAL,SABANA GRANDE DE PALENQUE,Cirugia,Cirugias Oftalmologicas,10,2,34245.65,Febrero,2018
AUTORIZACIONES,REGION I,SAN CRISTOBAL,SABANA GRANDE DE PALENQUE,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Biopsias,48,41,17871,Febrero,2018
AUTORIZACIONES,REGION I,SAN CRISTOBAL,SABANA GRANDE DE PALENQUE,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Ecografias,43,40,20656,Febrero,2018
AUTORIZACIONES,REGION I,SAN CRISTOBAL,SABANA GRANDE DE PALENQUE,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Laboratorios,324,37,37933.8,Febrero,2018
AUTORIZACIONES,REGION I,SAN CRISTOBAL,SABANA GRANDE DE PALENQUE,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Otros Medios Dx,15,12,29380,Febrero,2018
AUTORIZACIONES,REGION I,SAN CRISTOBAL,SABANA GRANDE DE PALENQUE,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Rayos X,30,30,19833,Febrero,2018
AUTORIZACIONES,REGION I,SAN CRISTOBAL,SABANA GRANDE DE PALENQUE,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Resonancia Nuclear Magnetica (RNM),9,8,28000,Febrero,2018
AUTORIZACIONES,REGION I,SAN CRISTOBAL,SABANA GRANDE DE PALENQUE,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Tomografia Axial Computarizada (TAC),16,14,18176,Febrero,2018
AUTORIZACIONES,REGION I,SAN CRISTOBAL,SABANA GRANDE DE PALENQUE,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Atencion en Unidad de Cuidados Intensivos,15,1,14725,Febrero,2018
AUTORIZACIONES,REGION I,SAN CRISTOBAL,SABANA GRANDE DE PALENQUE,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Reemplazo Articular Rodilla,2,2,132224.18,Febrero,2018
AUTORIZACIONES,REGION I,SAN CRISTOBAL,SABANA GRANDE DE PALENQUE,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Tratamiento del Cancer Adultos,278,13,974424.04,Febrero,2018
AUTORIZACIONES,REGION I,SAN CRISTOBAL,SABANA GRANDE DE PALENQUE,Hemoterapia,Sangre Total,3,3,5250,Febrero,2018
AUTORIZACIONES,REGION I,SAN CRISTOBAL,NIGUA,Atencion Ambulatoria,Consulta medica nivel 2,294,245,87814,Febrero,2018
AUTORIZACIONES,REGION I,SAN CRISTOBAL,NIGUA,Atencion Ambulatoria,Consulta medica nivel 3,49,47,14830,Febrero,2018
AUTORIZACIONES,REGION I,SAN CRISTOBAL,NIGUA,Emergencia,Emergencia,3,3,810,Febrero,2018
AUTORIZACIONES,REGION I,SAN CRISTOBAL,NIGUA,Hospitalizacion,Hospitalizacion general y especialidades basicas,23,2,29080,Febrero,2018
AUTORIZACIONES,REGION I,SAN CRISTOBAL,NIGUA,Cirugia,Cirugia General,16,3,70831.96,Febrero,2018
AUTORIZACIONES,REGION I,SAN CRISTOBAL,NIGUA,Cirugia,Cirugias Dermatologicas,1,1,4250,Febrero,2018
AUTORIZACIONES,REGION I,SAN CRISTOBAL,NIGUA,Cirugia,Cirugias Ginecologicas,7,2,29940,Febrero,2018
AUTORIZACIONES,REGION I,SAN CRISTOBAL,NIGUA,Cirugia,Cirugias Oftalmologicas,22,4,87491.3,Febrero,2018
AUTORIZACIONES,REGION I,SAN CRISTOBAL,NIGUA,Cirugia,Cirugias Otorrinolaringologicas,1,1,9602.99,Febrero,2018
AUTORIZACIONES,REGION I,SAN CRISTOBAL,NIGUA,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Biopsias,96,86,42210,Febrero,2018
AUTORIZACIONES,REGION I,SAN CRISTOBAL,NIGUA,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Ecografias,103,84,67444,Febrero,2018
AUTORIZACIONES,REGION I,SAN CRISTOBAL,NIGUA,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Laboratorios,825,100,114068.8,Febrero,2018
AUTORIZACIONES,REGION I,SAN CRISTOBAL,NIGUA,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Otros Medios Dx,88,49,78305,Febrero,2018
AUTORIZACIONES,REGION I,SAN CRISTOBAL,NIGUA,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Rayos X,67,64,44938,Febrero,2018
AUTORIZACIONES,REGION I,SAN CRISTOBAL,NIGUA,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Resonancia Nuclear Magnetica (RNM),26,22,79000,Febrero,2018
AUTORIZACIONES,REGION I,SAN CRISTOBAL,NIGUA,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Tomografia Axial Computarizada (TAC),41,29,61268,Febrero,2018
AUTORIZACIONES,REGION I,SAN CRISTOBAL,NIGUA,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Trasplante de Cornea,1,1,7480,Febrero,2018
AUTORIZACIONES,REGION I,SAN CRISTOBAL,NIGUA,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Tratamiento del Cancer Adultos,525,17,642275,Febrero,2018
AUTORIZACIONES,REGION I,SAN CRISTOBAL,NIGUA,Hemoterapia,Sangre Total,9,8,15750,Febrero,2018
AUTORIZACIONES,REGION I,SAN CRISTOBAL,VILLA ALTAGRACIA,Atencion Ambulatoria,Consulta medica nivel 2,642,528,197132,Febrero,2018
AUTORIZACIONES,REGION I,SAN CRISTOBAL,VILLA ALTAGRACIA,Atencion Ambulatoria,Consulta medica nivel 3,129,115,39138,Febrero,2018
AUTORIZACIONES,REGION I,SAN CRISTOBAL,VILLA ALTAGRACIA,Emergencia,Emergencia,39,38,11610,Febrero,2018
AUTORIZACIONES,REGION I,SAN CRISTOBAL,VILLA ALTAGRACIA,Hospitalizacion,Hospitalizacion general y especialidades basicas,369,13,282116.17,Febrero,2018
AUTORIZACIONES,REGION I,SAN CRISTOBAL,VILLA ALTAGRACIA,Cirugia,Cirugia General,31,7,79226.1,Febrero,2018
AUTORIZACIONES,REGION I,SAN CRISTOBAL,VILLA ALTAGRACIA,Cirugia,Cirugias Dermatologicas,10,5,14747,Febrero,2018
AUTORIZACIONES,REGION I,SAN CRISTOBAL,VILLA ALTAGRACIA,Cirugia,Cirugias Gastricas,2,1,3760.54,Febrero,2018
AUTORIZACIONES,REGION I,SAN CRISTOBAL,VILLA ALTAGRACIA,Cirugia,Cirugias Ginecologicas,26,5,76296,Febrero,2018
AUTORIZACIONES,REGION I,SAN CRISTOBAL,VILLA ALTAGRACIA,Cirugia,Cirugias Oftalmologicas,12,2,32189.92,Febrero,2018
AUTORIZACIONES,REGION I,SAN CRISTOBAL,VILLA ALTAGRACIA,Cirugia,Cirugias Ortopedicas,51,3,263973.11,Febrero,2018
AUTORIZACIONES,REGION I,SAN CRISTOBAL,VILLA ALTAGRACIA,Cirugia,Neumologia,1,1,2053,Febrero,2018
AUTORIZACIONES,REGION I,SAN CRISTOBAL,VILLA ALTAGRACIA,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Biopsias,204,172,91336,Febrero,2018
AUTORIZACIONES,REGION I,SAN CRISTOBAL,VILLA ALTAGRACIA,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Ecografias,206,178,112636,Febrero,2018
AUTORIZACIONES,REGION I,SAN CRISTOBAL,VILLA ALTAGRACIA,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Laboratorios,1668,185,213411.4,Febrero,2018
AUTORIZACIONES,REGION I,SAN CRISTOBAL,VILLA ALTAGRACIA,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Otros Medios Dx,59,51,77455,Febrero,2018
AUTORIZACIONES,REGION I,SAN CRISTOBAL,VILLA ALTAGRACIA,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Rayos X,138,123,94778,Febrero,2018
AUTORIZACIONES,REGION I,SAN CRISTOBAL,VILLA ALTAGRACIA,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Resonancia Nuclear Magnetica (RNM),10,6,34900,Febrero,2018
AUTORIZACIONES,REGION I,SAN CRISTOBAL,VILLA ALTAGRACIA,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Tomografia Axial Computarizada (TAC),50,24,94243,Febrero,2018
AUTORIZACIONES,REGION I,SAN CRISTOBAL,VILLA ALTAGRACIA,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Angiosplastia,5,1,310810,Febrero,2018
AUTORIZACIONES,REGION I,SAN CRISTOBAL,VILLA ALTAGRACIA,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Atencion en Unidad de Cuidados Intensivos,46,2,97865.85,Febrero,2018
AUTORIZACIONES,REGION I,SAN CRISTOBAL,VILLA ALTAGRACIA,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Cirugia de Corazon Abierto para By Pass,1,1,25000,Febrero,2018
AUTORIZACIONES,REGION I,SAN CRISTOBAL,VILLA ALTAGRACIA,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Columna: Espondiolistesis Total,1,1,1140.8,Febrero,2018
AUTORIZACIONES,REGION I,SAN CRISTOBAL,VILLA ALTAGRACIA,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Hemodialisis Renal,13,1,32500,Febrero,2018
AUTORIZACIONES,REGION I,SAN CRISTOBAL,VILLA ALTAGRACIA,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Reemplazo Articular Cadera,1,1,67379.84,Febrero,2018
AUTORIZACIONES,REGION I,SAN CRISTOBAL,VILLA ALTAGRACIA,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Tratamiento del Cancer Adultos,1161,39,1051492.34,Febrero,2018
AUTORIZACIONES,REGION I,SAN CRISTOBAL,VILLA ALTAGRACIA,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Tratamiento del Cancer Pediatricos,1,1,45363.63,Febrero,2018
AUTORIZACIONES,REGION I,SAN CRISTOBAL,VILLA ALTAGRACIA,Hemoterapia,Sangre Total,56,37,97550,Febrero,2018
AUTORIZACIONES,REGION I,SAN CRISTOBAL,EL CARRIL (DM),Atencion Ambulatoria,Consulta medica nivel 2,183,147,53880,Febrero,2018
AUTORIZACIONES,REGION I,SAN CRISTOBAL,EL CARRIL (DM),Atencion Ambulatoria,Consulta medica nivel 3,22,19,6210,Febrero,2018
AUTORIZACIONES,REGION I,SAN CRISTOBAL,EL CARRIL (DM),Emergencia,Emergencia,17,9,4200,Febrero,2018
AUTORIZACIONES,REGION I,SAN CRISTOBAL,EL CARRIL (DM),Hospitalizacion,Hospitalizacion general y especialidades basicas,118,4,60443.55,Febrero,2018
AUTORIZACIONES,REGION I,SAN CRISTOBAL,EL CARRIL (DM),Cirugia,Cirugia General,17,4,36094,Febrero,2018
AUTORIZACIONES,REGION I,SAN CRISTOBAL,EL CARRIL (DM),Cirugia,Cirugias Dermatologicas,1,1,1275,Febrero,2018
AUTORIZACIONES,REGION I,SAN CRISTOBAL,EL CARRIL (DM),Cirugia,Cirugias Ginecologicas,2,1,3520,Febrero,2018
AUTORIZACIONES,REGION I,SAN CRISTOBAL,EL CARRIL (DM),Cirugia,Cirugias Oftalmologicas,4,1,22000,Febrero,2018
AUTORIZACIONES,REGION I,SAN CRISTOBAL,EL CARRIL (DM),Cirugia,Cirugias Vasculares,2,1,386.33,Febrero,2018
AUTORIZACIONES,REGION I,SAN CRISTOBAL,EL CARRIL (DM),Cirugia,Hematologia,2,1,4220,Febrero,2018
AUTORIZACIONES,REGION I,SAN CRISTOBAL,EL CARRIL (DM),Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Biopsias,43,34,25561,Febrero,2018
AUTORIZACIONES,REGION I,SAN CRISTOBAL,EL CARRIL (DM),Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Ecografias,50,46,29634,Febrero,2018
AUTORIZACIONES,REGION I,SAN CRISTOBAL,EL CARRIL (DM),Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Laboratorios,557,67,66173.8,Febrero,2018
AUTORIZACIONES,REGION I,SAN CRISTOBAL,EL CARRIL (DM),Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Otros Medios Dx,29,17,38640,Febrero,2018
AUTORIZACIONES,REGION I,SAN CRISTOBAL,EL CARRIL (DM),Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Rayos X,44,40,24576,Febrero,2018
AUTORIZACIONES,REGION I,SAN CRISTOBAL,EL CARRIL (DM),Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Resonancia Nuclear Magnetica (RNM),5,5,15500,Febrero,2018
AUTORIZACIONES,REGION I,SAN CRISTOBAL,EL CARRIL (DM),Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Tomografia Axial Computarizada (TAC),17,11,25002,Febrero,2018
AUTORIZACIONES,REGION I,SAN CRISTOBAL,EL CARRIL (DM),Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Atencion en Unidad de Cuidados Intensivos,10,1,8000,Febrero,2018
AUTORIZACIONES,REGION I,SAN CRISTOBAL,EL CARRIL (DM),Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Hemodialisis Renal,43,2,26859.85,Febrero,2018
AUTORIZACIONES,REGION I,SAN CRISTOBAL,EL CARRIL (DM),Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Tratamiento del Cancer Adultos,403,18,684902.14,Febrero,2018
AUTORIZACIONES,REGION I,SAN CRISTOBAL,EL CARRIL (DM),Rehabilitacion,Terapias Rehabilitacion,2,1,42000,Febrero,2018
AUTORIZACIONES,REGION I,SAN CRISTOBAL,EL CARRIL (DM),Hemoterapia,Sangre Total,5,4,8750,Febrero,2018
AUTORIZACIONES,REGION I,SAN JOSE DE OCOA,SAN JOSE DE OCOA,Atencion Ambulatoria,Consulta medica nivel 2,368,314,110522,Febrero,2018
AUTORIZACIONES,REGION I,SAN JOSE DE OCOA,SAN JOSE DE OCOA,Atencion Ambulatoria,Consulta medica nivel 3,88,81,26772,Febrero,2018
AUTORIZACIONES,REGION I,SAN JOSE DE OCOA,SAN JOSE DE OCOA,Emergencia,Emergencia,3,2,720,Febrero,2018
AUTORIZACIONES,REGION I,SAN JOSE DE OCOA,SAN JOSE DE OCOA,Hospitalizacion,Hospitalizacion general y especialidades basicas,64,5,48936.5,Febrero,2018
AUTORIZACIONES,REGION I,SAN JOSE DE OCOA,SAN JOSE DE OCOA,Cirugia,Cirugia General,10,3,16062,Febrero,2018
AUTORIZACIONES,REGION I,SAN JOSE DE OCOA,SAN JOSE DE OCOA,Cirugia,Cirugias Dermatologicas,4,2,7043,Febrero,2018
AUTORIZACIONES,REGION I,SAN JOSE DE OCOA,SAN JOSE DE OCOA,Cirugia,Cirugias Ginecologicas,7,3,22750,Febrero,2018
AUTORIZACIONES,REGION I,SAN JOSE DE OCOA,SAN JOSE DE OCOA,Cirugia,Cirugias Oftalmologicas,30,6,89275.72,Febrero,2018
AUTORIZACIONES,REGION I,SAN JOSE DE OCOA,SAN JOSE DE OCOA,Cirugia,Cirugias Otorrinolaringologicas,8,1,43495.74,Febrero,2018
AUTORIZACIONES,REGION I,SAN JOSE DE OCOA,SAN JOSE DE OCOA,Cirugia,Neumologia,4,1,4067,Febrero,2018
AUTORIZACIONES,REGION I,SAN JOSE DE OCOA,SAN JOSE DE OCOA,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Biopsias,116,101,49567,Febrero,2018
AUTORIZACIONES,REGION I,SAN JOSE DE OCOA,SAN JOSE DE OCOA,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Ecografias,128,106,77121,Febrero,2018
AUTORIZACIONES,REGION I,SAN JOSE DE OCOA,SAN JOSE DE OCOA,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Laboratorios,819,89,108208.55,Febrero,2018
AUTORIZACIONES,REGION I,SAN JOSE DE OCOA,SAN JOSE DE OCOA,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Otros Medios Dx,62,46,62772,Febrero,2018
AUTORIZACIONES,REGION I,SAN JOSE DE OCOA,SAN JOSE DE OCOA,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Rayos X,80,73,52096,Febrero,2018
AUTORIZACIONES,REGION I,SAN JOSE DE OCOA,SAN JOSE DE OCOA,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Resonancia Nuclear Magnetica (RNM),12,9,40500,Febrero,2018
AUTORIZACIONES,REGION I,SAN JOSE DE OCOA,SAN JOSE DE OCOA,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Tomografia Axial Computarizada (TAC),33,19,58474,Febrero,2018
AUTORIZACIONES,REGION I,SAN JOSE DE OCOA,SAN JOSE DE OCOA,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Atencion en Unidad de Cuidados Intensivos,54,1,88888.01,Febrero,2018
AUTORIZACIONES,REGION I,SAN JOSE DE OCOA,SAN JOSE DE OCOA,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Cirugia de Corazon Abierto para By Pass,2,2,50000,Febrero,2018
AUTORIZACIONES,REGION I,SAN JOSE DE OCOA,SAN JOSE DE OCOA,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Hemodialisis Renal,53,3,64772.78,Febrero,2018
AUTORIZACIONES,REGION I,SAN JOSE DE OCOA,SAN JOSE DE OCOA,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Tratamiento del Cancer Adultos,267,16,629261.98,Febrero,2018
AUTORIZACIONES,REGION I,SAN JOSE DE OCOA,SAN JOSE DE OCOA,Hemoterapia,Sangre Total,10,6,17500,Febrero,2018
AUTORIZACIONES,REGION I,SAN JOSE DE OCOA,SABANA LARGA,Atencion Ambulatoria,Consulta medica nivel 2,129,106,37590,Febrero,2018
AUTORIZACIONES,REGION I,SAN JOSE DE OCOA,SABANA LARGA,Atencion Ambulatoria,Consulta medica nivel 3,35,34,10764,Febrero,2018
AUTORIZACIONES,REGION I,SAN JOSE DE OCOA,SABANA LARGA,Emergencia,Emergencia,4,3,1200,Febrero,2018
