municipio,gruposDeServicios,subgrupoDeServicios,cantidadServicios,poblacionUsuaria,valorAutorizado
MOCA,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Cirugia de Corazon Abierto para By Pass,42,14,1041145.02
MOCA,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Hemodialisis Renal,1241,82,1444160.7200000002
MOCA,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Reemplazo Articular Cadera,4,4,175749.41
MOCA,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Trasplante Renal,1,1,77250.0
MOCA,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Tratamiento a Politraumatismo (Trauma Mayor),3,3,2126.0
MOCA,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Tratamiento del Cancer Adultos,4623,211,11073477.96
MOCA,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Tratamiento del Cancer Pediatricos,49,2,45790.98
MOCA,Cirugia,Cirugia General,196,73,430192.80000000005
MOCA,Cirugia,Cirugias Cardiovasculares,1,1,70000.0
MOCA,Cirugia,Cirugias Dermatologicas,82,57,65659.91
MOCA,Cirugia,Cirugias Endocrinologicas,1,1,850.5
MOCA,Cirugia,Cirugias Ginecologicas,123,64,151608.05
MOCA,Cirugia,Cirugias Menores,154,71,66192.51
MOCA,Cirugia,Cirugias Oftalmologicas,88,25,225682.37
MOCA,Cirugia,Cirugias Ortopedicas,306,61,903946.1500000001
MOCA,Cirugia,Cirugias Otorrinolaringologicas,3,3,6995.27
MOCA,Cirugia,Cirugias Urologicas,15,8,18977.0
MOCA,Cirugia,Cirugias Vasculares,14,5,20607.5
MOCA,Cirugia,Neumologia,8,2,48167.43
MOCA,Cirugia,Neurocirugias,11,6,66013.66
MOCA,Desconocido,Desconocido,179,39,149341.5
MOCA,Emergencia,Emergencia,5087,4022,1456687.5
MOCA,Hemoterapia,Derivados de la Sangre,7,7,490.0
MOCA,Hemoterapia,Sangre Total,55,54,8240.0
MOCA,Hospitalizacion,Hospitalizacion general y especialidades basicas,10893,631,3364632.98
MOCA,Partos,Atencion de partos normal,63,23,70575.88
MOCA,Partos,Atencion de partos por Cesarea,211,52,287152.9
MOCA,Rehabilitacion,Aparatos y Protesis,5,5,180300.0
MOCA,Rehabilitacion,Terapias Rehabilitacion,243,41,109679.0
MONCION,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Biopsias,8,6,3388.0
MONCION,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Ecografias,19,16,5388.0
MONCION,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Laboratorios,1396,260,98202.0
MONCION,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Otros Medios Dx,20,20,27791.0
MONCION,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Rayos X,26,23,13448.0
MONCION,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Resonancia Nuclear Magnetica (RNM),4,4,16000.0
MONCION,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Tomografia Axial Computarizada (TAC),33,14,56260.0
MONCION,Atencion Ambulatoria,Consulta medica nivel 2,197,175,41422.0
MONCION,Atencion Ambulatoria,Consulta medica nivel 3,2,2,800.0
MONCION,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Atencion en Unidad de Cuidados Intensivos,29,1,191247.6
MONCION,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Hemodialisis Renal,103,12,155341.90000000002
MONCION,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Tratamiento a Quemaduras Graves (3er Grado),171,1,80407.0
MONCION,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Tratamiento del Cancer Adultos,112,23,896225.75
MONCION,Cirugia,Cirugia General,11,2,20021.4
MONCION,Cirugia,Cirugias Dermatologicas,6,6,7740.0
MONCION,Cirugia,Cirugias Menores,9,5,654.24
MONCION,Cirugia,Cirugias Oftalmologicas,1,1,300.0
MONCION,Cirugia,Cirugias Ortopedicas,17,3,80503.4
MONCION,Cirugia,Cirugias Otorrinolaringologicas,2,2,1000.0
MONCION,Cirugia,Cirugias Urologicas,2,1,5525.0
MONCION,Desconocido,Desconocido,10,2,1234.0
MONCION,Emergencia,Emergencia,117,87,30903.0
MONCION,Hemoterapia,Sangre Total,26,21,11900.0
MONCION,Hospitalizacion,Hospitalizacion general y especialidades basicas,429,39,210160.14
MONCION,Partos,Atencion de partos normal,4,1,3253.8
MONCION,Partos,Atencion de partos por Cesarea,9,1,6298.37
MONCION,Rehabilitacion,Aparatos y Protesis,2,2,300.0
MONCION,Rehabilitacion,Terapias Rehabilitacion,39,9,13650.0
MONTE PLATA,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Biopsias,773,669,303614.33
MONTE PLATA,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Ecografias,2347,2075,612884.0
MONTE PLATA,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Laboratorios,28828,4290,2414428.63
MONTE PLATA,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Otros Medios Dx,890,797,633378.5
MONTE PLATA,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Rayos X,1302,1128,420117.0
MONTE PLATA,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Resonancia Nuclear Magnetica (RNM),116,99,386099.0
MONTE PLATA,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Tomografia Axial Computarizada (TAC),361,263,592312.0
MONTE PLATA,Atencion Ambulatoria,Consulta medica nivel 2,12113,9056,2578626.0
MONTE PLATA,Atencion Ambulatoria,Consulta medica nivel 3,185,162,54796.0
MONTE PLATA,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Angiosplastia,9,4,1192864.5
MONTE PLATA,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Atencion de Prematuros,237,21,226255.32
MONTE PLATA,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Atencion en Unidad de Cuidados Intensivos,347,41,279250.0
MONTE PLATA,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Cirugia de Corazon Abierto para By Pass,34,11,915725.3
MONTE PLATA,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Columna: Espondiolistesis Total,17,1,93515.54
MONTE PLATA,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Hemodialisis Renal,1560,57,923940.27
MONTE PLATA,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Reemplazo Articular Cadera,2,1,122.0
MONTE PLATA,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Reemplazo Articular Rodilla,1,1,66388.53
MONTE PLATA,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Tratamiento a Politraumatismo (Trauma Mayor),3,3,6479.0
MONTE PLATA,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Tratamiento a Quemaduras Graves (3er Grado),2,1,7265.5
MONTE PLATA,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Tratamiento del Cancer Adultos,2210,138,4467599.5
MONTE PLATA,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Tratamiento del Cancer Pediatricos,2,2,5060.0
MONTE PLATA,Cirugia,Cirugia General,267,148,273447.22000000003
MONTE PLATA,Cirugia,Cirugias Cardiovasculares,2,2,400.0
MONTE PLATA,Cirugia,Cirugias Dermatologicas,101,32,34707.1
MONTE PLATA,Cirugia,Cirugias Endocrinologicas,1,1,3421.0
MONTE PLATA,Cirugia,Cirugias Gastricas,5,3,12389.1
MONTE PLATA,Cirugia,Cirugias Ginecologicas,365,167,398397.45
MONTE PLATA,Cirugia,Cirugias Menores,80,62,35779.78
MONTE PLATA,Cirugia,Cirugias Oftalmologicas,238,53,716920.24
MONTE PLATA,Cirugia,Cirugias Ortopedicas,140,33,680910.95
MONTE PLATA,Cirugia,Cirugias Otorrinolaringologicas,20,17,30925.989999999998
MONTE PLATA,Cirugia,Cirugias Pediatricas,34,17,32319.989999999998
MONTE PLATA,Cirugia,Cirugias Urologicas,19,14,22613.06
MONTE PLATA,Cirugia,Cirugias Vasculares,3,1,3588.5
MONTE PLATA,Cirugia,Hematologia,5,4,6344.0
MONTE PLATA,Cirugia,Neumologia,5,4,4130.0
MONTE PLATA,Cirugia,Neurocirugias,7,5,19804.35
MONTE PLATA,Desconocido,Desconocido,104,35,186584.87
MONTE PLATA,Emergencia,Emergencia,6204,3300,1325909.0
MONTE PLATA,Hemoterapia,Derivados de la Sangre,67,67,4690.0
MONTE PLATA,Hemoterapia,Sangre Total,170,148,120550.0
MONTE PLATA,Hospitalizacion,Hospitalizacion general y especialidades basicas,10443,631,4487426.09
MONTE PLATA,Partos,Atencion de partos normal,711,138,731160.37
MONTE PLATA,Partos,Atencion de partos por Cesarea,1087,145,1445345.27
MONTE PLATA,Rehabilitacion,Aparatos y Protesis,26,26,14796.42
MONTE PLATA,Rehabilitacion,Terapias Rehabilitacion,746,154,275247.0
MONTE PLATA,Servicios Odontologicos,Aplicacion de Cariostaticos,3,3,549.45
MONTE PLATA,Servicios Odontologicos,Tratamiento de la Gingivitis,1,1,667.68
MONTE PLATA,Servicios Odontologicos,Tratamiento de la Osteomielitis,2,2,1201.0
NAGUA,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Biopsias,585,360,222768.78
NAGUA,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Ecografias,1194,940,415404.39999999997
NAGUA,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Laboratorios,18856,3444,1702014.0999999999
NAGUA,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Otros Medios Dx,593,554,636980.5
NAGUA,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Rayos X,1277,1100,392701.0
NAGUA,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Resonancia Nuclear Magnetica (RNM),99,73,358117.32
NAGUA,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Tomografia Axial Computarizada (TAC),271,165,399258.0
NAGUA,Atencion Ambulatoria,Consulta medica nivel 2,4739,3640,1009894.0
NAGUA,Atencion Ambulatoria,Consulta medica nivel 3,1352,1003,283038.0
NAGUA,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Angiosplastia,17,4,996020.0
NAGUA,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Atencion de Prematuros,14,1,11200.0
NAGUA,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Atencion en Unidad de Cuidados Intensivos,327,18,565616.57
NAGUA,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Cirugia de Corazon Abierto para By Pass,7,5,317000.0
NAGUA,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Hemodialisis Renal,901,30,1070851.1
NAGUA,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Tratamiento a Politraumatismo (Trauma Mayor),33,7,36981.0
NAGUA,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Tratamiento a Quemaduras Graves (3er Grado),4,2,783.0
NAGUA,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Tratamiento del Cancer Adultos,1781,120,5306135.73
NAGUA,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Tratamiento del Cancer Pediatricos,1,1,101717.0
NAGUA,Cirugia,Cirugia General,99,58,228226.32
NAGUA,Cirugia,Cirugias Dermatologicas,36,13,23052.63
NAGUA,Cirugia,Cirugias Ginecologicas,68,51,147596.71
NAGUA,Cirugia,Cirugias Menores,19,10,13494.529999999999
NAGUA,Cirugia,Cirugias Oftalmologicas,730,204,1271699.45
NAGUA,Cirugia,Cirugias Ortopedicas,68,22,259082.09
NAGUA,Cirugia,Cirugias Otorrinolaringologicas,3,3,2500.0
NAGUA,Cirugia,Cirugias Pediatricas,3,3,6935.0
NAGUA,Cirugia,Cirugias Urologicas,23,7,56348.69
NAGUA,Cirugia,Cirugias Vasculares,6,2,7177.0
NAGUA,Cirugia,Hematologia,1,1,702.0
NAGUA,Cirugia,Neumologia,2,2,17053.0
NAGUA,Cirugia,Neurocirugias,37,9,447272.04000000004
NAGUA,Desconocido,Desconocido,60,21,48840.0
NAGUA,Emergencia,Emergencia,2624,1963,708376.0
NAGUA,Hemoterapia,Derivados de la Sangre,51,46,8550.0
NAGUA,Hemoterapia,Sangre Total,192,179,48915.0
NAGUA,Hospitalizacion,Hospitalizacion general y especialidades basicas,6639,525,2411475.26
NAGUA,Partos,Atencion de partos normal,111,28,100587.70000000001
NAGUA,Partos,Atencion de partos por Cesarea,278,62,312963.91000000003
NAGUA,Rehabilitacion,Aparatos y Protesis,3,3,450.0
NAGUA,Rehabilitacion,Terapias Rehabilitacion,1532,335,562786.0
NAGUA,Servicios Odontologicos,Tratamiento de la Osteomielitis,1,1,361.0
NEYBA,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Biopsias,116,102,81684.0
NEYBA,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Ecografias,312,279,142375.95
NEYBA,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Laboratorios,6905,1306,584626.6399999999
NEYBA,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Otros Medios Dx,218,149,307112.0
NEYBA,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Rayos X,296,269,91637.0
NEYBA,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Resonancia Nuclear Magnetica (RNM),46,36,139016.0
NEYBA,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Tomografia Axial Computarizada (TAC),69,48,107764.0
NEYBA,Atencion Ambulatoria,Consulta medica nivel 2,1689,1305,378546.0
NEYBA,Atencion Ambulatoria,Consulta medica nivel 3,56,49,17728.0
NEYBA,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Angiosplastia,10,2,433047.0
NEYBA,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Atencion de Prematuros,1,1,455.0
NEYBA,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Atencion en Unidad de Cuidados Intensivos,87,8,61505.19
NEYBA,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Cirugia de Corazon Abierto para By Pass,6,2,14100.0
NEYBA,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Hemodialisis Renal,338,13,141152.69
NEYBA,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Reemplazo Articular Cadera,7,4,154302.52000000002
NEYBA,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Reemplazo Articular Hombro,1,1,145811.25
NEYBA,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Reemplazo Articular Rodilla,1,1,61.0
NEYBA,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Tratamiento del Cancer Adultos,354,31,1624085.19
NEYBA,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Valvuloplastia Mitral,5,1,151300.0
NEYBA,Cirugia,Cirugia General,84,26,173561.31000000003
NEYBA,Cirugia,Cirugias Cardiovasculares,6,3,408414.57
NEYBA,Cirugia,Cirugias Dermatologicas,27,10,8510.310000000001
NEYBA,Cirugia,Cirugias Gastricas,14,1,19923.0
NEYBA,Cirugia,Cirugias Ginecologicas,36,10,36787.75
NEYBA,Cirugia,Cirugias Menores,11,9,4830.47
NEYBA,Cirugia,Cirugias Oftalmologicas,53,15,208062.97
NEYBA,Cirugia,Cirugias Ortopedicas,79,17,314960.07999999996
NEYBA,Cirugia,Cirugias Otorrinolaringologicas,9,6,19693.25
NEYBA,Cirugia,Cirugias Pediatricas,4,2,12853.0
NEYBA,Cirugia,Cirugias Urologicas,7,3,5066.42
NEYBA,Cirugia,Cirugias Vasculares,1,1,6000.0
NEYBA,Cirugia,Hematologia,2,1,4220.0
NEYBA,Cirugia,Neurocirugias,19,4,1313523.08
NEYBA,Desconocido,Desconocido,19,8,13360.0
NEYBA,Emergencia,Emergencia,1970,1381,535332.0
NEYBA,Hemoterapia,Derivados de la Sangre,4,4,280.0
NEYBA,Hemoterapia,Sangre Total,83,76,33070.0
NEYBA,Hospitalizacion,Hospitalizacion general y especialidades basicas,2410,170,1037069.7899999998
NEYBA,Partos,Atencion de partos normal,87,16,62466.76
NEYBA,Partos,Atencion de partos por Cesarea,172,19,143952.11
NEYBA,Rehabilitacion,Aparatos y Protesis,8,7,9121.42
NEYBA,Rehabilitacion,Terapias Rehabilitacion,115,33,41845.0
NIGUA,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Biopsias,485,437,183888.0
NIGUA,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Ecografias,708,616,330115.35
NIGUA,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Laboratorios,12510,2119,1097718.0
NIGUA,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Otros Medios Dx,528,367,389622.0
NIGUA,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Rayos X,687,609,256597.75
NIGUA,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Resonancia Nuclear Magnetica (RNM),113,95,345707.32
NIGUA,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Tomografia Axial Computarizada (TAC),202,162,256926.0
NIGUA,Atencion Ambulatoria,Consulta medica nivel 2,4621,3657,1072698.0
NIGUA,Atencion Ambulatoria,Consulta medica nivel 3,163,149,50272.0
NIGUA,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Atencion de Prematuros,40,1,11102.04
NIGUA,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Atencion en Unidad de Cuidados Intensivos,64,4,83546.0
NIGUA,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Cirugia de Corazon Abierto para By Pass,62,3,225243.0
NIGUA,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Hemodialisis Renal,228,11,143618.72999999998
NIGUA,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Trasplante de Cornea,1,1,7480.0
NIGUA,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Tratamiento a Politraumatismo (Trauma Mayor),1,1,30.0
NIGUA,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Tratamiento del Cancer Adultos,2524,74,1820184.0
NIGUA,Cirugia,Cirugia General,92,27,312545.97
NIGUA,Cirugia,Cirugias Cardiovasculares,1,1,200.0
NIGUA,Cirugia,Cirugias Dermatologicas,58,25,31255.94
NIGUA,Cirugia,Cirugias Endocrinologicas,1,1,3421.0
NIGUA,Cirugia,Cirugias Ginecologicas,90,43,283575.28
NIGUA,Cirugia,Cirugias Menores,10,10,7159.0
NIGUA,Cirugia,Cirugias Oftalmologicas,125,30,439538.71
NIGUA,Cirugia,Cirugias Ortopedicas,37,11,247189.81
NIGUA,Cirugia,Cirugias Otorrinolaringologicas,12,7,48320.32
NIGUA,Cirugia,Cirugias Pediatricas,5,2,4141.0
NIGUA,Cirugia,Cirugias Urologicas,3,3,9621.0
NIGUA,Cirugia,Neurocirugias,8,2,84059.3
NIGUA,Desconocido,Desconocido,32,9,20140.0
NIGUA,Emergencia,Emergencia,1900,1512,533736.0
NIGUA,Hemoterapia,Derivados de la Sangre,6,6,420.0
NIGUA,Hemoterapia,Sangre Total,86,71,81620.0
NIGUA,Hospitalizacion,Hospitalizacion general y especialidades basicas,1695,160,740443.76
NIGUA,Partos,Atencion de partos normal,104,29,91456.76999999999
NIGUA,Partos,Atencion de partos por Cesarea,108,29,104895.79
NIGUA,Rehabilitacion,Aparatos y Protesis,40,34,6000.0
NIGUA,Rehabilitacion,Terapias Rehabilitacion,383,84,138511.0
NIGUA,Servicios Odontologicos,Incision y drenaje de absceso,1,1,1.0
NIGUA,Servicios Odontologicos,Tratamiento de la Gingivitis,1,1,1.0
NIZAO,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Biopsias,181,163,94399.0
NIZAO,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Ecografias,326,289,146284.2
NIZAO,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Laboratorios,6134,971,526857.0
NIZAO,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Otros Medios Dx,158,121,174745.0
NIZAO,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Rayos X,249,215,90841.75
NIZAO,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Resonancia Nuclear Magnetica (RNM),36,29,116460.0
NIZAO,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Tomografia Axial Computarizada (TAC),81,51,129386.3
NIZAO,Atencion Ambulatoria,Consulta medica nivel 2,1370,1106,340404.0
NIZAO,Atencion Ambulatoria,Consulta medica nivel 3,72,67,21794.0
NIZAO,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Atencion de Prematuros,2,1,1461.88
NIZAO,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Atencion en Unidad de Cuidados Intensivos,99,5,71188.72
NIZAO,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Cirugia de Corazon Abierto para By Pass,1,1,25000.0
NIZAO,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Hemodialisis Renal,378,14,175274.49000000002
NIZAO,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Tratamiento a Politraumatismo (Trauma Mayor),1,1,70.0
NIZAO,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Tratamiento del Cancer Adultos,1763,58,1494479.2
NIZAO,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Tratamiento del Cancer Pediatricos,1,1,7751.0
NIZAO,Cirugia,Cirugia General,46,17,49804.850000000006
NIZAO,Cirugia,Cirugias Dermatologicas,46,19,30381.33
NIZAO,Cirugia,Cirugias Gastricas,1,1,200.0
NIZAO,Cirugia,Cirugias Ginecologicas,37,16,101724.5
NIZAO,Cirugia,Cirugias Menores,19,11,14164.5
NIZAO,Cirugia,Cirugias Oftalmologicas,97,18,276448.0
NIZAO,Cirugia,Cirugias Ortopedicas,33,7,124387.78
NIZAO,Cirugia,Cirugias Otorrinolaringologicas,7,1,23155.71
NIZAO,Cirugia,Cirugias Pediatricas,9,3,13189.0
NIZAO,Cirugia,Cirugias Urologicas,7,4,14912.720000000001
NIZAO,Desconocido,Desconocido,132,36,84480.0
NIZAO,Emergencia,Emergencia,425,301,110764.0
NIZAO,Hemoterapia,Derivados de la Sangre,1,1,70.0
NIZAO,Hemoterapia,Sangre Total,91,80,60130.0
NIZAO,Hospitalizacion,Hospitalizacion general y especialidades basicas,1479,104,632010.53
NIZAO,Partos,Atencion de partos normal,96,17,57311.91
NIZAO,Partos,Atencion de partos por Cesarea,95,14,78575.14
NIZAO,Rehabilitacion,Aparatos y Protesis,12,10,61650.0
NIZAO,Rehabilitacion,Terapias Rehabilitacion,250,56,121107.0
OVIEDO,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Biopsias,21,17,6700.0
OVIEDO,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Ecografias,51,43,21880.05
OVIEDO,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Laboratorios,860,131,73806.8
OVIEDO,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Otros Medios Dx,35,24,40336.0
OVIEDO,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Rayos X,42,39,10907.0
OVIEDO,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Resonancia Nuclear Magnetica (RNM),2,2,6000.0
OVIEDO,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Tomografia Axial Computarizada (TAC),11,9,16166.0
OVIEDO,Atencion Ambulatoria,Consulta medica nivel 2,226,175,48452.0
OVIEDO,Atencion Ambulatoria,Consulta medica nivel 3,7,5,1800.0
OVIEDO,Cirugia,Cirugia General,13,7,62918.7
OVIEDO,Cirugia,Cirugias Cardiovasculares,1,1,300.0
OVIEDO,Cirugia,Cirugias Ginecologicas,14,4,8222.9
OVIEDO,Cirugia,Cirugias Menores,1,1,489.47
OVIEDO,Cirugia,Cirugias Ortopedicas,4,4,13047.0
OVIEDO,Cirugia,Cirugias Vasculares,3,1,3588.5
OVIEDO,Cirugia,Neurocirugias,1,1,1153.0
OVIEDO,Emergencia,Emergencia,156,125,43317.0
OVIEDO,Hemoterapia,Sangre Total,7,6,5530.0
OVIEDO,Hospitalizacion,Hospitalizacion general y especialidades basicas,269,22,83130.24
OVIEDO,Partos,Atencion de partos normal,26,4,24372.82
OVIEDO,Partos,Atencion de partos por Cesarea,35,5,49174.4
OVIEDO,Rehabilitacion,Aparatos y Protesis,1,1,150.0
OVIEDO,Rehabilitacion,Terapias Rehabilitacion,8,1,2900.0
PADRE LAS CASAS,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Biopsias,54,44,51456.0
PADRE LAS CASAS,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Ecografias,172,150,69931.5
PADRE LAS CASAS,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Laboratorios,3760,662,321390.9
PADRE LAS CASAS,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Otros Medios Dx,112,79,149775.0
PADRE LAS CASAS,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Rayos X,167,132,51229.0
